account_id,plan_tier,industry,seats,contract_value_monthly,signup_date,churned,churn_date,storyline
ACC-00357,Scale,Manufacturing,3,400.11,2026-01-08,True,2026-04-15,slow_decay
ACC-00358,Scale,Professional Services,12,3414.74,2026-03-21,False,,recovered
ACC-00359,Starter,Professional Services,6,217.0,2026-03-31,True,2026-07-13,sharp_drop
ACC-00360,Enterprise,EdTech,16,4582.91,2025-11-24,False,,healthy
ACC-00361,Starter,Media,2,101.19,2025-12-06,True,2026-03-27,slow_decay
ACC-00362,Growth,Manufacturing,5,310.96,2026-02-09,False,,seasonal
ACC-00363,Enterprise,EdTech,14,2396.08,2026-05-29,False,,healthy
ACC-00364,Scale,Manufacturing,7,753.09,2026-05-27,False,,healthy
ACC-00365,Growth,Professional Services,5,609.58,2026-05-05,False,,sharp_drop
ACC-00366,Scale,Professional Services,10,1877.19,2026-05-16,False,,healthy
ACC-00367,Enterprise,FinTech,22,8444.51,2025-11-20,False,,healthy
ACC-00368,Scale,Manufacturing,7,1355.81,2026-04-12,False,,seasonal
ACC-00369,Enterprise,EdTech,12,1742.88,2026-02-07,False,,recovered
ACC-00370,Growth,EdTech,17,1444.26,2026-03-15,True,2026-06-24,slow_decay
ACC-00371,Growth,Media,3,278.17,2026-04-27,False,,seasonal
ACC-00372,Growth,Media,6,1115.25,2026-03-29,False,,healthy
ACC-00373,Growth,Professional Services,6,495.43,2025-11-09,False,,healthy
ACC-00374,Starter,Media,1,79.67,2026-02-16,False,,seasonal
ACC-00375,Growth,Manufacturing,1,143.71,2026-01-26,True,2026-05-08,slow_decay
ACC-00376,Scale,Professional Services,14,2495.42,2026-04-15,False,,healthy
ACC-00377,Scale,Professional Services,12,2752.03,2025-12-16,False,,seasonal
ACC-00378,Enterprise,Logistics,6,1319.81,2025-12-21,True,2026-06-28,slow_decay
ACC-00379,Growth,Retail,3,303.07,2026-01-17,False,,healthy
ACC-00380,Growth,Professional Services,3,300.38,2026-01-07,True,2026-06-09,sharp_drop
ACC-00381,Growth,Logistics,2,105.59,2026-04-02,True,2026-07-01,slow_decay
ACC-00382,Scale,Logistics,6,1705.88,2025-12-10,True,2026-05-30,sharp_drop
ACC-00383,Starter,Healthcare,1,48.22,2026-04-22,False,,healthy
ACC-00384,Scale,EdTech,7,872.82,2025-11-04,True,2026-02-20,slow_decay
ACC-00385,Starter,Healthcare,1,56.59,2026-02-10,False,,recovered
ACC-00386,Enterprise,Manufacturing,34,4111.0,2025-11-10,False,,healthy
ACC-00387,Starter,Logistics,1,90.41,2026-04-04,False,,recovered
ACC-00388,Starter,FinTech,9,320.77,2026-02-09,True,2026-05-30,sharp_drop
ACC-00389,Growth,Media,5,816.71,2025-11-21,True,2026-06-07,sharp_drop
ACC-00390,Starter,FinTech,3,159.24,2025-12-26,True,2026-04-18,slow_decay
ACC-00391,Scale,Media,8,1213.95,2026-05-26,False,,slow_decay
ACC-00392,Scale,Logistics,9,1820.19,2026-04-22,True,2026-07-22,slow_decay
ACC-00393,Growth,Professional Services,3,390.02,2025-11-22,True,2026-03-22,slow_decay
ACC-00394,Enterprise,Manufacturing,4,891.29,2026-04-18,False,,healthy
ACC-00395,Starter,Logistics,8,513.92,2026-05-12,False,,healthy
ACC-00396,Starter,FinTech,1,104.61,2026-03-21,True,2026-07-13,sharp_drop
ACC-00397,Growth,Healthcare,1,166.66,2026-01-17,False,,seasonal
ACC-00398,Starter,Healthcare,1,109.76,2026-01-13,False,,healthy
ACC-00399,Enterprise,Retail,30,13815.36,2026-01-15,False,,healthy
ACC-00400,Growth,FinTech,11,1354.73,2026-02-17,False,,seasonal
ACC-00401,Growth,Healthcare,5,549.7,2026-05-06,False,,seasonal
ACC-00402,Starter,Manufacturing,3,318.03,2026-03-19,False,,healthy
ACC-00403,Starter,Professional Services,8,896.86,2026-01-31,False,,recovered
ACC-00404,Starter,Retail,2,204.86,2026-02-27,True,2026-06-09,sharp_drop
ACC-00405,Scale,Retail,10,932.71,2025-12-20,False,,seasonal
ACC-00406,Scale,EdTech,9,1131.0,2026-02-17,False,,healthy
ACC-00407,Starter,Healthcare,6,514.55,2026-02-23,False,,healthy
ACC-00408,Starter,Professional Services,3,134.61,2025-11-24,True,2026-04-01,slow_decay
ACC-00409,Enterprise,FinTech,16,2096.52,2025-12-06,False,,healthy
ACC-00410,Starter,Media,2,104.12,2026-05-04,False,,slow_decay
ACC-00411,Growth,Retail,2,271.79,2026-03-26,False,,healthy
ACC-00412,Starter,FinTech,3,142.35,2025-12-12,False,,healthy
ACC-00413,Growth,Logistics,15,1535.14,2026-01-21,False,,healthy
ACC-00414,Growth,Retail,4,622.53,2026-01-24,False,,healthy
ACC-00415,Enterprise,EdTech,19,7082.24,2026-02-01,False,,healthy
ACC-00416,Growth,Manufacturing,6,316.7,2025-11-24,False,,healthy
ACC-00417,Starter,Manufacturing,5,385.4,2026-03-12,True,2026-07-20,sharp_drop
ACC-00418,Growth,FinTech,8,1361.96,2026-05-06,False,,healthy
ACC-00419,Growth,Manufacturing,9,1669.42,2026-03-11,True,2026-07-03,slow_decay
ACC-00420,Scale,Retail,5,737.92,2025-12-01,True,2026-04-19,slow_decay
ACC-00421,Starter,EdTech,1,48.32,2026-03-07,False,,healthy
ACC-00422,Starter,Manufacturing,4,370.48,2026-01-04,False,,healthy
ACC-00423,Growth,Retail,4,473.38,2026-04-25,False,,healthy
ACC-00424,Starter,FinTech,3,96.38,2025-12-30,True,2026-06-14,slow_decay
ACC-00425,Starter,FinTech,1,99.01,2026-03-18,True,2026-07-12,sharp_drop
ACC-00426,Growth,Manufacturing,6,427.06,2026-05-01,False,,seasonal
ACC-00427,Starter,Manufacturing,1,48.97,2026-03-07,True,2026-06-07,slow_decay
ACC-00428,Scale,Logistics,3,359.44,2026-05-13,False,,seasonal
ACC-00429,Starter,EdTech,5,416.13,2026-02-26,False,,healthy
ACC-00430,Growth,Media,7,1199.97,2026-02-06,False,,healthy
ACC-00431,Growth,FinTech,6,394.35,2026-05-11,False,,slow_decay
ACC-00432,Scale,Professional Services,7,1360.4,2025-11-06,False,,seasonal
ACC-00433,Growth,Manufacturing,14,1636.56,2026-04-15,False,,healthy
ACC-00434,Growth,Logistics,23,1880.23,2026-03-03,True,2026-06-23,slow_decay
ACC-00435,Starter,Retail,1,106.06,2025-12-17,False,,recovered
ACC-00436,Scale,Professional Services,40,4467.93,2026-02-22,True,2026-07-08,sharp_drop
ACC-00437,Growth,EdTech,20,1172.54,2026-04-14,True,2026-07-15,slow_decay
ACC-00438,Starter,Healthcare,1,68.36,2026-05-10,False,,slow_decay
ACC-00439,Growth,Logistics,7,479.37,2025-12-08,False,,healthy
ACC-00440,Scale,EdTech,3,527.1,2026-05-29,False,,recovered
ACC-00441,Growth,Healthcare,5,528.67,2026-03-26,True,2026-07-07,slow_decay
ACC-00442,Scale,Retail,2,256.31,2026-05-22,False,,healthy
ACC-00443,Growth,Manufacturing,11,1207.56,2026-02-02,False,,healthy
ACC-00444,Enterprise,Logistics,9,4020.86,2026-03-11,False,,healthy
ACC-00445,Starter,EdTech,7,408.62,2025-12-15,False,,healthy
ACC-00446,Enterprise,Professional Services,33,5903.98,2025-12-21,False,,seasonal
ACC-00447,Starter,Manufacturing,2,185.93,2026-03-18,False,,healthy
ACC-00448,Enterprise,Healthcare,23,5040.64,2026-05-26,False,,seasonal
ACC-00449,Growth,Media,2,288.04,2025-11-22,False,,healthy
ACC-00450,Enterprise,FinTech,7,2937.06,2026-01-18,True,2026-06-27,slow_decay
ACC-00451,Growth,FinTech,17,2327.24,2025-11-23,False,,healthy
ACC-00452,Starter,Media,1,36.33,2026-04-04,False,,seasonal
ACC-00453,Growth,Healthcare,7,438.28,2026-05-03,False,,slow_decay
ACC-00454,Growth,Professional Services,8,946.85,2025-12-09,True,2026-03-29,sharp_drop
ACC-00455,Growth,FinTech,3,494.32,2026-01-13,True,2026-04-19,slow_decay
ACC-00456,Growth,FinTech,4,669.02,2026-03-16,False,,healthy
ACC-00457,Starter,Logistics,7,404.67,2026-04-05,True,2026-07-14,slow_decay
ACC-00458,Scale,Healthcare,10,1788.61,2026-02-14,False,,healthy
ACC-00459,Scale,Logistics,13,1256.0,2026-03-13,True,2026-06-26,slow_decay
ACC-00460,Growth,EdTech,3,344.4,2026-05-16,False,,healthy
ACC-00461,Starter,FinTech,5,355.83,2026-04-17,False,,recovered
ACC-00462,Starter,Healthcare,3,279.59,2025-12-01,False,,seasonal
ACC-00463,Starter,EdTech,8,596.02,2026-04-19,True,2026-07-23,slow_decay
ACC-00464,Starter,Media,2,63.21,2025-12-03,False,,healthy
ACC-00465,Starter,Manufacturing,4,476.46,2025-11-24,False,,healthy
ACC-00466,Growth,FinTech,1,75.4,2026-05-26,False,,slow_decay
ACC-00467,Enterprise,Logistics,26,12346.42,2026-01-20,False,,healthy
ACC-00468,Starter,Healthcare,4,249.03,2026-02-10,True,2026-06-17,sharp_drop
ACC-00469,Growth,Healthcare,21,3121.96,2025-11-20,False,,seasonal
ACC-00470,Starter,Healthcare,4,181.46,2025-11-11,True,2026-04-11,slow_decay
ACC-00471,Starter,Logistics,2,120.83,2026-03-16,False,,healthy
ACC-00472,Enterprise,Healthcare,2,863.95,2026-01-27,False,,healthy
ACC-00473,Growth,Logistics,7,1066.95,2026-01-17,True,2026-05-31,slow_decay
ACC-00474,Starter,EdTech,2,131.0,2025-11-26,False,,recovered
ACC-00475,Scale,Media,7,727.14,2025-11-07,True,2026-02-14,slow_decay
ACC-00476,Scale,Logistics,14,2879.5,2026-01-30,False,,healthy
ACC-00477,Starter,Professional Services,7,699.2,2026-03-20,False,,seasonal
ACC-00478,Enterprise,EdTech,28,7339.59,2026-02-04,False,,seasonal
ACC-00479,Growth,Media,2,223.4,2026-03-10,False,,healthy
ACC-00480,Growth,Manufacturing,23,1835.52,2026-02-16,False,,healthy
ACC-00481,Enterprise,Retail,64,11909.01,2026-03-06,False,,seasonal
ACC-00482,Scale,Professional Services,9,2326.06,2026-01-06,False,,healthy
ACC-00483,Growth,FinTech,2,246.85,2026-01-05,False,,healthy
ACC-00484,Scale,FinTech,3,227.11,2026-01-07,True,2026-04-19,slow_decay
ACC-00485,Starter,FinTech,1,32.99,2026-01-14,False,,healthy
ACC-00486,Starter,Manufacturing,1,46.62,2026-05-09,False,,slow_decay
ACC-00487,Growth,Media,17,1634.49,2025-12-09,True,2026-05-29,slow_decay
ACC-00488,Starter,Healthcare,1,43.48,2026-05-13,False,,healthy
ACC-00489,Enterprise,Healthcare,19,8778.77,2026-02-22,True,2026-07-11,slow_decay
ACC-00490,Starter,Logistics,4,413.37,2026-05-19,False,,healthy
ACC-00491,Growth,FinTech,1,114.8,2026-02-05,False,,recovered
ACC-00492,Starter,Media,4,332.35,2025-12-18,False,,healthy
ACC-00493,Scale,Retail,10,1072.04,2026-01-13,False,,healthy
ACC-00494,Growth,Manufacturing,8,1158.97,2025-11-10,False,,recovered
ACC-00495,Growth,FinTech,4,302.44,2025-12-21,False,,healthy
ACC-00496,Growth,Retail,11,1245.85,2026-01-02,False,,healthy
ACC-00497,Growth,Healthcare,2,279.62,2026-04-23,False,,seasonal
ACC-00498,Growth,Manufacturing,10,1272.56,2026-04-01,False,,healthy
ACC-00499,Scale,Manufacturing,13,2281.4,2026-05-17,False,,recovered
ACC-00500,Starter,Media,8,480.94,2025-12-31,True,2026-04-27,slow_decay
ACC-00501,Enterprise,Media,24,6843.1,2026-05-17,False,,recovered
ACC-00502,Scale,FinTech,15,3602.65,2026-02-24,True,2026-06-06,slow_decay
ACC-00503,Growth,Logistics,2,169.67,2026-02-04,True,2026-07-08,slow_decay
ACC-00504,Scale,Manufacturing,8,1218.17,2025-12-10,True,2026-04-10,sharp_drop
ACC-00505,Growth,Media,29,1646.47,2025-11-26,False,,healthy
ACC-00506,Starter,Professional Services,1,71.86,2026-02-04,False,,healthy
ACC-00507,Growth,FinTech,6,863.22,2026-01-02,False,,healthy
ACC-00508,Starter,EdTech,3,324.0,2026-02-02,True,2026-05-30,sharp_drop
ACC-00509,Growth,Healthcare,10,610.35,2026-02-08,False,,healthy
ACC-00510,Growth,Media,13,2156.66,2026-03-28,False,,healthy
ACC-00511,Scale,Healthcare,6,1323.59,2026-04-25,False,,healthy
ACC-00512,Growth,Manufacturing,1,59.51,2026-03-23,False,,seasonal
ACC-00513,Starter,Manufacturing,3,257.2,2025-11-04,False,,healthy
ACC-00514,Growth,Professional Services,1,107.43,2025-11-28,False,,healthy
ACC-00515,Starter,Retail,2,109.38,2025-12-07,False,,healthy
ACC-00516,Growth,Media,5,880.64,2026-05-09,False,,slow_decay
ACC-00517,Growth,Logistics,6,813.19,2025-12-17,False,,healthy
ACC-00518,Enterprise,Retail,4,646.44,2026-05-18,False,,healthy
ACC-00519,Starter,Healthcare,9,965.73,2026-04-13,False,,seasonal
ACC-00520,Scale,Media,6,1424.31,2025-12-16,True,2026-04-10,slow_decay
ACC-00521,Scale,Retail,5,1164.43,2026-05-20,False,,recovered
ACC-00522,Scale,Retail,13,1827.53,2026-02-11,False,,healthy
ACC-00523,Growth,Manufacturing,3,394.88,2025-12-02,False,,recovered
ACC-00524,Enterprise,Retail,67,30351.58,2026-01-25,True,2026-04-28,slow_decay
ACC-00525,Scale,Professional Services,12,2027.03,2025-11-14,True,2026-04-14,sharp_drop
ACC-00526,Growth,Logistics,7,659.37,2025-11-01,True,2026-04-11,sharp_drop
ACC-00527,Starter,Manufacturing,3,245.79,2025-11-23,False,,healthy
ACC-00528,Growth,EdTech,6,724.91,2026-02-06,False,,healthy
ACC-00529,Starter,Media,2,204.52,2026-03-16,True,2026-06-19,sharp_drop
ACC-00530,Enterprise,Retail,12,3379.66,2026-05-15,False,,seasonal
ACC-00531,Starter,Professional Services,1,51.4,2025-11-14,True,2026-05-10,sharp_drop
ACC-00532,Starter,Professional Services,3,151.87,2026-01-29,False,,healthy
ACC-00533,Starter,Manufacturing,12,489.79,2026-04-09,False,,seasonal
ACC-00534,Starter,Professional Services,4,296.14,2026-01-21,False,,recovered
ACC-00535,Growth,Manufacturing,12,2103.29,2025-12-30,False,,healthy
ACC-00536,Enterprise,Manufacturing,19,6463.05,2026-01-09,False,,healthy
ACC-00537,Scale,Healthcare,7,1288.46,2025-12-10,False,,seasonal
ACC-00538,Starter,FinTech,9,900.07,2025-12-09,False,,healthy
ACC-00539,Growth,Manufacturing,2,337.86,2025-11-11,False,,healthy
ACC-00540,Enterprise,EdTech,6,1888.1,2026-05-15,False,,sharp_drop
ACC-00541,Growth,Professional Services,6,579.5,2026-02-19,False,,seasonal
ACC-00542,Growth,FinTech,4,499.95,2026-02-19,True,2026-07-01,slow_decay
ACC-00543,Growth,Logistics,4,748.37,2025-11-04,False,,healthy
ACC-00544,Starter,FinTech,3,181.43,2025-11-07,False,,healthy
ACC-00545,Growth,EdTech,4,577.08,2026-02-11,False,,healthy
ACC-00546,Growth,Logistics,57,8125.38,2026-04-29,False,,slow_decay
ACC-00547,Starter,Media,1,79.47,2026-02-08,True,2026-06-02,slow_decay
ACC-00548,Growth,EdTech,2,310.75,2026-03-25,False,,healthy
ACC-00549,Starter,Logistics,4,465.62,2026-04-12,False,,healthy
ACC-00550,Scale,Logistics,6,713.37,2026-04-07,False,,healthy
ACC-00551,Growth,EdTech,6,436.28,2026-03-25,True,2026-07-11,slow_decay
ACC-00552,Scale,Retail,3,304.19,2026-03-25,False,,seasonal
ACC-00553,Starter,Retail,1,68.11,2026-02-22,False,,healthy
ACC-00554,Starter,Logistics,5,196.33,2025-12-31,False,,seasonal
ACC-00555,Starter,Healthcare,2,205.39,2026-03-15,False,,healthy
ACC-00556,Growth,EdTech,10,1724.04,2026-01-08,False,,healthy
ACC-00557,Growth,Manufacturing,16,1980.21,2026-05-13,False,,healthy
ACC-00558,Growth,Logistics,2,101.64,2026-02-10,False,,seasonal
ACC-00559,Starter,Logistics,4,358.28,2026-02-09,True,2026-07-12,slow_decay
ACC-00560,Growth,Retail,8,635.07,2026-02-03,False,,recovered
ACC-00561,Growth,FinTech,11,1731.28,2026-01-17,False,,seasonal
ACC-00562,Starter,Logistics,3,246.72,2026-03-29,False,,healthy
ACC-00563,Starter,EdTech,5,445.26,2026-03-23,False,,seasonal
ACC-00564,Starter,Logistics,6,440.98,2026-04-15,False,,healthy
ACC-00565,Growth,Professional Services,10,1568.52,2025-12-08,False,,recovered
ACC-00566,Starter,EdTech,3,182.61,2026-05-28,False,,healthy
ACC-00567,Starter,Manufacturing,2,87.83,2026-01-18,False,,recovered
ACC-00568,Starter,FinTech,2,136.07,2026-05-26,False,,healthy
ACC-00569,Starter,Healthcare,4,131.8,2025-12-24,False,,healthy
ACC-00570,Growth,Retail,10,591.16,2025-12-15,False,,seasonal
ACC-00571,Starter,Professional Services,4,235.36,2026-03-25,True,2026-07-08,sharp_drop
ACC-00572,Scale,EdTech,13,1504.46,2025-12-05,True,2026-03-22,slow_decay
ACC-00573,Scale,EdTech,6,1537.13,2025-11-14,False,,healthy
ACC-00574,Growth,Logistics,2,299.85,2026-04-08,True,2026-07-10,slow_decay
ACC-00575,Growth,EdTech,7,1005.55,2026-05-04,False,,healthy
ACC-00576,Scale,Professional Services,15,1224.15,2026-04-26,False,,sharp_drop
ACC-00577,Growth,Healthcare,10,719.03,2026-02-15,False,,healthy
ACC-00578,Scale,Professional Services,3,532.45,2026-04-03,False,,healthy
ACC-00579,Growth,Manufacturing,1,84.55,2026-05-17,False,,recovered
ACC-00580,Starter,Professional Services,3,118.68,2025-12-03,False,,healthy
ACC-00581,Growth,EdTech,9,677.69,2026-03-14,False,,healthy
ACC-00582,Growth,Manufacturing,4,350.41,2025-11-14,True,2026-04-19,slow_decay
ACC-00583,Starter,EdTech,2,235.66,2025-12-31,False,,healthy
ACC-00584,Scale,Manufacturing,23,6285.13,2026-02-24,False,,seasonal
ACC-00585,Starter,Professional Services,2,216.53,2025-12-11,False,,seasonal
ACC-00586,Starter,Professional Services,1,87.87,2026-05-25,False,,healthy
ACC-00587,Growth,Logistics,2,326.28,2026-04-28,False,,healthy
ACC-00588,Scale,Healthcare,7,1577.17,2025-11-04,False,,recovered
ACC-00589,Scale,Manufacturing,21,4206.14,2026-03-22,True,2026-07-23,slow_decay
ACC-00590,Scale,Professional Services,7,1071.07,2025-12-08,False,,recovered
ACC-00591,Scale,EdTech,12,2942.2,2025-12-02,False,,healthy
ACC-00592,Starter,FinTech,2,221.07,2025-12-06,False,,recovered
ACC-00593,Growth,Logistics,4,583.33,2026-02-22,False,,seasonal
ACC-00594,Starter,Professional Services,3,357.08,2025-11-27,False,,healthy
ACC-00595,Scale,Media,5,1376.58,2026-04-13,False,,healthy
ACC-00596,Scale,EdTech,8,1024.24,2025-12-13,False,,healthy
ACC-00597,Scale,Logistics,2,348.89,2026-04-23,False,,healthy
ACC-00598,Enterprise,EdTech,12,3217.32,2026-02-24,False,,healthy
ACC-00599,Enterprise,Retail,24,10461.68,2026-01-19,False,,healthy
ACC-00600,Starter,Healthcare,5,160.41,2025-12-29,False,,seasonal
ACC-00601,Starter,Logistics,6,652.67,2026-01-26,True,2026-07-01,sharp_drop
ACC-00602,Starter,FinTech,2,79.73,2025-11-04,False,,seasonal
ACC-00603,Growth,Logistics,13,2457.43,2026-04-03,True,2026-07-03,slow_decay
ACC-00604,Scale,Professional Services,10,1240.57,2026-05-23,False,,healthy
ACC-00605,Growth,Logistics,5,847.23,2025-11-20,False,,seasonal
ACC-00606,Growth,Manufacturing,9,532.75,2025-12-11,False,,seasonal
ACC-00607,Growth,FinTech,26,2025.1,2026-03-24,False,,seasonal
ACC-00608,Starter,Manufacturing,1,80.85,2025-12-13,False,,recovered
ACC-00609,Scale,FinTech,3,462.13,2025-11-05,False,,healthy
ACC-00610,Enterprise,Professional Services,22,2890.27,2025-11-23,False,,healthy
ACC-00611,Growth,Logistics,4,527.57,2025-11-03,False,,healthy
ACC-00612,Growth,Manufacturing,11,2096.58,2026-02-16,True,2026-06-04,slow_decay
ACC-00613,Growth,EdTech,1,76.78,2025-12-08,False,,healthy
ACC-00614,Starter,Professional Services,2,156.5,2026-02-04,False,,recovered
ACC-00615,Scale,FinTech,6,1134.75,2026-05-26,False,,slow_decay
ACC-00616,Scale,Media,10,2221.28,2026-01-16,True,2026-05-27,sharp_drop
ACC-00617,Enterprise,Retail,70,16379.3,2025-12-07,True,2026-04-14,slow_decay
ACC-00618,Scale,Healthcare,10,1177.53,2026-04-26,False,,sharp_drop
ACC-00619,Growth,Manufacturing,7,667.1,2025-12-12,False,,seasonal
ACC-00620,Enterprise,Healthcare,14,2838.84,2026-02-15,True,2026-06-06,sharp_drop
ACC-00621,Starter,FinTech,12,1072.99,2026-03-30,False,,healthy
ACC-00622,Scale,EdTech,9,2444.85,2025-11-01,False,,seasonal
ACC-00623,Scale,Manufacturing,13,3314.44,2026-01-14,True,2026-05-29,sharp_drop
ACC-00624,Scale,Healthcare,6,1091.27,2025-11-16,True,2026-07-04,sharp_drop
ACC-00625,Starter,Logistics,2,92.89,2026-03-08,False,,seasonal
ACC-00626,Growth,Media,12,1512.94,2025-12-07,False,,healthy
ACC-00627,Scale,FinTech,4,597.07,2025-11-16,False,,healthy
ACC-00628,Growth,FinTech,17,1497.87,2026-05-09,False,,seasonal
ACC-00629,Growth,Logistics,2,203.86,2026-05-13,False,,seasonal
ACC-00630,Starter,EdTech,10,676.46,2026-04-03,False,,healthy
ACC-00631,Starter,EdTech,3,142.99,2026-05-12,False,,seasonal
ACC-00632,Scale,Media,6,960.26,2025-12-25,False,,healthy
ACC-00633,Starter,Media,9,798.01,2026-05-03,False,,healthy
ACC-00634,Starter,Logistics,1,116.9,2026-04-26,False,,slow_decay
ACC-00635,Starter,Manufacturing,4,125.85,2026-03-21,True,2026-07-05,sharp_drop
ACC-00636,Starter,Retail,36,3028.04,2026-02-24,False,,healthy
ACC-00637,Scale,Media,17,2801.17,2026-04-06,False,,healthy
ACC-00638,Scale,Manufacturing,4,794.58,2025-12-23,False,,healthy
ACC-00639,Growth,Logistics,20,3703.45,2025-11-29,True,2026-07-06,sharp_drop
ACC-00640,Starter,FinTech,2,135.01,2026-05-28,False,,healthy
ACC-00641,Growth,Professional Services,8,621.62,2026-01-17,False,,healthy
ACC-00642,Starter,EdTech,9,1045.62,2026-04-21,False,,seasonal
ACC-00643,Growth,Professional Services,3,448.48,2026-04-19,False,,recovered
ACC-00644,Starter,Professional Services,7,720.71,2026-01-11,False,,healthy
ACC-00645,Starter,Healthcare,6,512.66,2025-12-22,False,,healthy
ACC-00646,Growth,Manufacturing,1,74.9,2026-03-09,False,,seasonal
ACC-00647,Growth,Manufacturing,17,2395.07,2026-01-16,True,2026-06-21,sharp_drop
ACC-00648,Growth,Healthcare,3,268.71,2026-05-13,False,,healthy
ACC-00649,Growth,Professional Services,3,413.8,2025-11-03,False,,healthy
ACC-00650,Growth,Healthcare,7,699.84,2025-11-22,False,,healthy
ACC-00651,Growth,Manufacturing,6,359.86,2026-01-14,False,,healthy
ACC-00652,Growth,Media,7,384.08,2026-04-14,False,,healthy
ACC-00653,Starter,FinTech,4,137.23,2025-12-26,False,,seasonal
ACC-00654,Enterprise,EdTech,21,7808.06,2026-02-27,True,2026-07-12,slow_decay
ACC-00655,Growth,Media,8,718.47,2026-04-26,False,,healthy
ACC-00656,Starter,FinTech,1,68.88,2026-03-09,False,,healthy
ACC-00657,Scale,Healthcare,20,2613.42,2025-12-08,False,,healthy
ACC-00658,Scale,Professional Services,14,1336.35,2026-04-01,False,,recovered
ACC-00659,Starter,Professional Services,18,1845.08,2026-05-15,False,,slow_decay
ACC-00660,Starter,Healthcare,3,166.85,2025-12-06,False,,healthy
ACC-00661,Growth,Media,2,100.1,2026-01-03,False,,healthy
ACC-00662,Starter,Healthcare,2,76.75,2025-12-01,True,2026-04-25,slow_decay
ACC-00663,Growth,Professional Services,3,431.24,2025-11-20,False,,healthy
ACC-00664,Starter,FinTech,3,105.6,2026-01-02,False,,healthy
ACC-00665,Growth,Professional Services,7,719.89,2025-12-04,False,,recovered
ACC-00666,Starter,Manufacturing,6,355.7,2026-03-26,False,,healthy
ACC-00667,Starter,Professional Services,2,132.97,2026-04-02,True,2026-07-10,sharp_drop
ACC-00668,Growth,FinTech,1,134.72,2026-03-06,False,,healthy
ACC-00669,Starter,FinTech,2,184.58,2025-12-19,False,,recovered
ACC-00670,Growth,Logistics,3,224.61,2026-01-01,False,,seasonal
ACC-00671,Growth,Manufacturing,2,134.79,2026-04-08,False,,seasonal
ACC-00672,Growth,Retail,3,364.02,2025-12-17,False,,seasonal
ACC-00673,Growth,Retail,7,828.98,2025-11-10,True,2026-07-10,sharp_drop
ACC-00674,Growth,Professional Services,4,480.03,2025-11-21,False,,healthy
ACC-00675,Growth,Manufacturing,1,158.82,2025-12-25,True,2026-07-15,slow_decay
ACC-00676,Starter,Media,2,183.94,2025-12-14,False,,seasonal
ACC-00677,Starter,FinTech,2,226.88,2026-01-21,False,,healthy
ACC-00678,Starter,Logistics,2,198.91,2025-11-01,False,,recovered
ACC-00679,Scale,EdTech,4,412.87,2026-05-02,False,,healthy
ACC-00680,Starter,Manufacturing,1,116.34,2026-01-14,False,,healthy
ACC-00681,Growth,FinTech,2,302.45,2026-05-08,False,,seasonal
ACC-00682,Starter,EdTech,7,716.17,2026-02-23,False,,healthy
ACC-00683,Growth,Logistics,14,2568.18,2026-03-11,False,,seasonal
ACC-00684,Scale,Logistics,7,909.68,2026-05-18,False,,slow_decay
ACC-00685,Starter,Manufacturing,1,105.04,2025-11-01,False,,seasonal
ACC-00686,Starter,Manufacturing,4,375.53,2026-04-12,False,,healthy
ACC-00687,Starter,Media,1,81.91,2026-05-07,False,,healthy
ACC-00688,Scale,Healthcare,15,3234.87,2026-01-13,False,,healthy
ACC-00689,Enterprise,FinTech,9,4136.74,2026-05-02,False,,sharp_drop
ACC-00690,Starter,Manufacturing,1,78.48,2026-03-11,False,,healthy
ACC-00691,Growth,EdTech,3,379.87,2026-04-06,False,,seasonal
ACC-00692,Scale,Manufacturing,15,2683.98,2026-04-20,False,,healthy
ACC-00693,Growth,Retail,24,2941.77,2026-05-22,False,,slow_decay
ACC-00694,Scale,Media,6,1191.78,2026-04-10,False,,healthy
ACC-00695,Starter,Media,4,444.92,2025-11-19,False,,healthy
ACC-00696,Starter,FinTech,3,90.01,2026-05-04,False,,healthy
ACC-00697,Scale,Media,7,1927.61,2026-01-04,False,,healthy
ACC-00698,Starter,Retail,1,37.36,2026-03-23,True,2026-07-08,slow_decay
ACC-00699,Growth,Healthcare,2,374.87,2026-02-23,False,,seasonal
ACC-00700,Starter,Healthcare,5,416.55,2025-12-31,False,,healthy
ACC-00701,Starter,Retail,1,74.1,2026-04-09,False,,recovered
ACC-00702,Scale,Manufacturing,29,3556.92,2025-11-27,True,2026-07-23,sharp_drop
ACC-00703,Growth,Logistics,12,1561.86,2026-02-03,False,,recovered
ACC-00704,Growth,EdTech,9,1474.0,2025-12-24,False,,seasonal
ACC-00705,Enterprise,EdTech,18,6009.64,2026-04-02,False,,recovered
ACC-00706,Growth,Manufacturing,5,651.08,2025-11-03,False,,healthy
ACC-00707,Starter,Media,2,156.96,2026-03-03,True,2026-06-01,slow_decay
ACC-00708,Starter,Logistics,3,109.71,2026-05-14,False,,slow_decay
ACC-00709,Scale,EdTech,9,1274.75,2026-02-20,False,,healthy
ACC-00710,Growth,FinTech,2,190.67,2026-05-11,False,,slow_decay
ACC-00711,Starter,EdTech,4,301.79,2026-01-02,True,2026-04-13,slow_decay
ACC-00712,Enterprise,Retail,12,4969.16,2026-03-24,False,,seasonal
ACC-00713,Growth,FinTech,3,275.55,2026-05-20,False,,healthy
