account_id,plan_tier,industry,seats,contract_value_monthly,tenure_days,risk_score,risk_tier,top_risk_drivers,recommended_action,days_since_last_login,login_momentum_7_30,support_ticket_trend_14_60,latest_nps,as_of_date
ACC-00301,Starter,EdTech,3,323.4,149,0.009,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,1.105990783410138,0.0,10.0,2026-06-27
ACC-00946,Growth,Media,3,531.72,135,0.009,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.25,0.2499999375000156,9.0,2026-06-26
ACC-01055,Starter,FinTech,2,211.33,72,0.009,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,1.1428571428571428,0.0,,2026-06-27
ACC-01162,Growth,Professional Services,24,2813.37,65,0.009,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9266409266409266,0.999999000001,6.0,2026-06-25
ACC-00890,Scale,EdTech,13,1675.47,93,0.009,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9056603773584904,0.499999750000125,10.0,2026-06-24
ACC-00754,Starter,Retail,2,178.47,44,0.009,Low,Login frequency down 87% vs their own 30-day average | Active days per week down 76% vs baseline | Low NPS/survey response (6/10),Check in with an async usage summary or a light-touch 'how's it going' email.,3.0,0.1260504201680672,0.0,6.0,2026-06-27
ACC-00714,Scale,Professional Services,4,1050.2,58,0.009,Low,Login frequency down 51% vs their own 30-day average,Check in with an async usage summary or a light-touch 'how's it going' email.,0.0,0.4945054945054944,0.999999000001,7.0,2026-06-24
ACC-01048,Scale,Retail,16,1569.48,79,0.009,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.0756302521008403,0.499999750000125,3.0,2026-06-25
ACC-00999,Growth,Professional Services,5,297.66,72,0.009,Low,Low NPS/survey response (1/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.1241217798594847,0.0,1.0,2026-06-25
ACC-00558,Growth,Logistics,2,101.64,135,0.008,Low,Login frequency down 40% vs their own 30-day average | Low NPS/survey response (5/10),Check in with an async usage summary or a light-touch 'how's it going' email.,0.0,0.5980066445182723,0.0,5.0,2026-06-25
ACC-00051,Growth,Manufacturing,3,517.31,93,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.2030075187969924,0.3333332222222592,,2026-06-24
ACC-00126,Starter,Manufacturing,1,81.35,37,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.6122448979591836,0.999999000001,,2026-06-26
ACC-01042,Scale,Healthcare,13,1812.01,107,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8992974238875878,0.499999750000125,8.0,2026-06-24
ACC-00394,Enterprise,Manufacturing,4,891.29,65,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9937888198757764,0.0,,2026-06-22
ACC-00438,Starter,Healthcare,1,68.36,44,0.008,Low,Login frequency down 100% vs their own 30-day average | Active days per week down 100% vs baseline,Check in with an async usage summary or a light-touch 'how's it going' email.,7.0,0.0,0.0,9.0,2026-06-23
ACC-00642,Starter,EdTech,9,1045.62,65,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0261569416498992,0.0,7.0,2026-06-25
ACC-01161,Enterprise,EdTech,20,4243.75,58,0.008,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.985977212971078,0.0,6.0,2026-06-26
ACC-00776,Starter,FinTech,2,216.75,205,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.6071428571428572,0.1666666388888935,10.0,2026-06-26
ACC-01166,Growth,Retail,11,2058.81,79,0.008,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.0714285714285714,0.0,4.0,2026-06-23
ACC-00701,Starter,Retail,1,74.1,79,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,1.7142857142857142,0.0,9.0,2026-06-27
ACC-00447,Starter,Manufacturing,2,185.93,100,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.3333333333333333,0.0,7.0,2026-06-26
ACC-00146,Growth,Media,2,335.68,163,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,2.0,1.0084033613445378,0.3333332222222592,7.0,2026-06-28
ACC-00358,Scale,Professional Services,12,3414.74,93,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.2310030395136775,0.3333332222222592,7.0,2026-06-22
ACC-00817,Enterprise,Healthcare,3,495.36,86,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.25,0.0,10.0,2026-06-24
ACC-00330,Scale,Healthcare,13,3377.39,86,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.7142857142857142,0.0,,2026-06-25
ACC-00867,Scale,Professional Services,9,1618.57,65,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0084033613445378,0.0,,2026-06-23
ACC-01019,Starter,Media,3,233.22,170,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8333333333333334,0.0,10.0,2026-06-26
ACC-00373,Growth,Professional Services,6,495.43,226,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.058201058201058,0.0,10.0,2026-06-23
ACC-00151,Growth,Retail,8,966.92,65,0.008,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.0655090765588004,0.0,6.0,2026-06-24
ACC-00869,Growth,Professional Services,28,2894.34,58,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9290709290709293,0.2499999375000156,10.0,2026-06-23
ACC-00858,Growth,Manufacturing,7,887.76,79,0.008,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9316770186335404,0.0,3.0,2026-06-24
ACC-00365,Growth,Professional Services,5,609.58,51,0.008,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0227272727272727,0.4999998750000312,,2026-06-25
ACC-00467,Enterprise,Logistics,26,12346.42,156,0.007,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9929423217327816,0.6666664444445185,,2026-06-25
ACC-00697,Scale,Media,7,1927.61,170,0.007,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7826086956521738,0.0,8.0,2026-06-23
ACC-00323,Starter,Healthcare,1,108.88,205,0.007,Low,No login in 10+ days | Login frequency down 100% vs their own 30-day average | Active days per week down 100% vs baseline,Reach out directly to the primary champion; confirm they still have a live use case.,10.0,0.0,0.0,1.0,2026-06-28
ACC-00678,Starter,Logistics,2,198.91,233,0.007,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,3.0,1.6770186335403727,0.3333332222222592,8.0,2026-06-22
ACC-00788,Starter,Manufacturing,5,542.67,107,0.007,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.6722689075630252,0.0,9.0,2026-06-22
ACC-00916,Starter,Retail,1,68.65,163,0.007,Low,Login frequency down 71% vs their own 30-day average | Active days per week down 61% vs baseline | Low NPS/survey response (2/10),Check in with an async usage summary or a light-touch 'how's it going' email.,3.0,0.2857142857142857,0.0,2.0,2026-06-25
ACC-00599,Enterprise,Retail,24,10461.68,156,0.007,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9418202764976956,0.0,4.0,2026-06-24
ACC-00304,Scale,EdTech,4,572.31,226,0.007,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.6912442396313364,0.499999750000125,10.0,2026-06-26
ACC-00866,Starter,Professional Services,1,77.02,37,0.007,Low,Login frequency down 69% vs their own 30-day average | Active days per week down 57% vs baseline,Check in with an async usage summary or a light-touch 'how's it going' email.,6.0,0.3061224489795918,0.0,,2026-06-23
ACC-00069,Starter,FinTech,6,697.4,58,0.007,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.031746031746032,0.0,6.0,2026-06-26
ACC-01096,Scale,Retail,19,1945.96,135,0.007,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9010396611474778,0.499999750000125,4.0,2026-06-23
ACC-00975,Scale,FinTech,6,1109.57,86,0.007,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.7857142857142858,0.0,2.0,2026-06-25
ACC-00009,Growth,Retail,6,744.25,233,0.007,Low,Low NPS/survey response (5/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9375,0.199999960000008,5.0,2026-06-23
ACC-00133,Scale,Logistics,17,4663.69,79,0.007,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0748736793752869,0.0,10.0,2026-06-26
ACC-00994,Scale,Retail,4,465.51,219,0.007,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,3.0,0.6036217303822937,0.0,4.0,2026-06-28
ACC-00255,Starter,Healthcare,3,296.78,107,0.007,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0084033613445378,0.0,,2026-06-23
ACC-01031,Enterprise,Retail,12,2994.02,51,0.007,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7346938775510204,0.0,9.0,2026-06-27
ACC-00705,Enterprise,EdTech,18,6009.64,86,0.007,Low,Low NPS/survey response (5/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.2473347547974414,0.0,5.0,2026-06-27
ACC-00860,Growth,Media,2,199.24,205,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9795918367346936,0.9999996666667778,10.0,2026-06-26
ACC-00666,Starter,Manufacturing,6,355.7,93,0.006,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.3217623497997328,0.0,3.0,2026-06-27
ACC-01146,Scale,Healthcare,10,925.21,30,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.6318681318681318,0.999999000001,9.0,2026-06-27
ACC-00882,Growth,Professional Services,21,1393.45,156,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0605326876513317,0.3333332222222592,10.0,2026-06-25
ACC-00444,Enterprise,Logistics,9,4020.86,107,0.006,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9006211180124225,0.999999000001,2.0,2026-06-26
ACC-00098,Starter,Media,2,231.1,107,0.006,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8746355685131195,0.0,3.0,2026-06-23
ACC-00499,Scale,Manufacturing,13,2281.4,37,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.605833956619297,0.0,7.0,2026-06-23
ACC-00020,Starter,Retail,3,161.68,212,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.6302521008403361,0.499999750000125,10.0,2026-06-22
ACC-00254,Growth,Manufacturing,6,890.64,149,0.006,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8219178082191781,0.0,2.0,2026-06-25
ACC-00426,Growth,Manufacturing,6,427.06,58,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0368663594470044,0.3333332222222592,,2026-06-28
ACC-00319,Scale,Retail,7,1113.49,51,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.1479591836734693,0.2499999375000156,10.0,2026-06-26
ACC-00453,Growth,Healthcare,7,438.28,51,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7377049180327869,0.0,7.0,2026-06-23
ACC-00131,Growth,Professional Services,17,2655.44,79,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9282422646477946,0.0,10.0,2026-06-24
ACC-00755,Starter,Retail,3,296.73,121,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,0.8418367346938775,0.0,9.0,2026-06-24
ACC-00115,Growth,Logistics,4,584.55,226,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0285714285714285,0.0,9.0,2026-06-27
ACC-00629,Growth,Logistics,2,203.86,44,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,3.0,0.7142857142857142,0.499999750000125,,2026-06-26
ACC-01006,Starter,Logistics,3,140.07,58,0.006,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,1.0,1.25,0.0,3.0,2026-06-27
ACC-00497,Growth,Healthcare,2,279.62,65,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.458966565349544,0.0,,2026-06-27
ACC-00951,Starter,Manufacturing,1,62.27,86,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.7857142857142856,0.3333332222222592,9.0,2026-06-27
ACC-00874,Growth,Professional Services,4,757.88,121,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,1.2857142857142856,0.4999998750000312,,2026-06-28
ACC-01118,Growth,Professional Services,11,1961.83,79,0.006,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.051948051948052,0.3333332222222592,9.0,2026-06-22
ACC-00339,Scale,Retail,5,1172.22,170,0.006,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9047619047619048,0.499999750000125,3.0,2026-06-22
ACC-00578,Scale,Professional Services,3,532.45,86,0.006,Low,Low NPS/survey response (5/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.090909090909091,0.0,5.0,2026-06-28
ACC-00446,Enterprise,Professional Services,33,5903.98,184,0.006,Low,Low NPS/survey response (1/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.1806631546327857,0.9999996666667778,1.0,2026-06-23
ACC-00539,Growth,Manufacturing,2,337.86,226,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,2.0,0.8823529411764706,0.499999750000125,9.0,2026-06-25
ACC-00074,Scale,Professional Services,18,3027.43,58,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.908315565031983,0.0,,2026-06-22
ACC-00310,Enterprise,Retail,23,3466.74,51,0.005,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8499600957701515,0.499999750000125,4.0,2026-06-24
ACC-00556,Growth,EdTech,10,1724.04,170,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7820646506777894,0.499999750000125,7.0,2026-06-27
ACC-01076,Growth,Manufacturing,1,116.55,58,0.005,Low,Login frequency down 84% vs their own 30-day average | Active days per week down 75% vs baseline | Low NPS/survey response (4/10),Check in with an async usage summary or a light-touch 'how's it going' email.,1.0,0.1648351648351648,0.499999750000125,4.0,2026-06-26
ACC-01029,Scale,Logistics,9,2000.71,86,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.243184296619411,0.0,8.0,2026-06-27
ACC-00723,Growth,Healthcare,3,465.68,93,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9703504043126684,0.0,,2026-06-23
ACC-00129,Starter,Retail,7,349.51,149,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.7475728155339807,0.7499998125000469,10.0,2026-06-23
ACC-00185,Enterprise,Professional Services,10,3883.0,93,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8746355685131195,0.0,8.0,2026-06-23
ACC-00771,Starter,Healthcare,10,862.01,177,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8261617900172117,0.4999998750000312,8.0,2026-06-28
ACC-00155,Growth,Manufacturing,8,1270.24,121,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.1334120425029517,0.6666664444445185,10.0,2026-06-28
ACC-00072,Scale,Media,31,6101.85,100,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8858011289622231,0.0,10.0,2026-06-23
ACC-00857,Growth,FinTech,2,366.94,212,0.005,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,1.0,1.0150375939849623,0.599999880000024,4.0,2026-06-27
ACC-00859,Scale,Retail,9,1414.89,44,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8163265306122449,0.0,9.0,2026-06-24
ACC-00797,Starter,Healthcare,1,48.91,233,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,2.1428571428571432,0.2499999375000156,9.0,2026-06-25
ACC-00981,Scale,Logistics,4,742.45,107,0.005,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9630818619582664,0.0,4.0,2026-06-24
ACC-00128,Starter,Retail,6,341.14,107,0.005,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,1.0,0.7142857142857143,0.0,3.0,2026-06-26
ACC-00825,Scale,FinTech,37,8581.42,86,0.005,Low,Very narrow feature adoption (avg 2.0 features/day) | Low NPS/survey response (6/10),Offer a tailored onboarding refresh or feature-adoption session.,0.0,1.1945812807881775,0.499999750000125,6.0,2026-06-24
ACC-00583,Starter,EdTech,2,235.66,177,0.005,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,1.0,1.3775510204081634,0.0,6.0,2026-06-26
ACC-00897,Starter,FinTech,3,358.87,191,0.005,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.6521739130434783,0.0,6.0,2026-06-24
ACC-00055,Scale,FinTech,4,1084.54,114,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,0.7389162561576355,0.0,7.0,2026-06-23
ACC-00023,Scale,Media,19,5058.27,114,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.903267136450993,0.499999750000125,9.0,2026-06-25
ACC-00658,Scale,Professional Services,14,1336.35,86,0.005,Low,Low NPS/survey response (0/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.1464968152866242,0.499999750000125,0.0,2026-06-26
ACC-00883,Starter,Retail,4,332.91,184,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0714285714285714,0.0,,2026-06-23
ACC-00690,Starter,Manufacturing,1,78.48,107,0.005,Low,No login in 14+ days | Login frequency down 100% vs their own 30-day average | Active days per week down 100% vs baseline,Reach out directly to the primary champion; confirm they still have a live use case.,14.0,0.0,0.0,9.0,2026-06-26
ACC-00679,Scale,EdTech,4,412.87,51,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,0.729483282674772,0.0,7.0,2026-06-22
ACC-00634,Starter,Logistics,1,116.9,58,0.005,Low,Login frequency down 67% vs their own 30-day average | Active days per week down 57% vs baseline | Low NPS/survey response (5/10),Check in with an async usage summary or a light-touch 'how's it going' email.,5.0,0.3296703296703296,0.0,5.0,2026-06-23
ACC-00057,Growth,Manufacturing,6,486.41,51,0.005,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8866995073891625,0.0,4.0,2026-06-22
ACC-01109,Starter,EdTech,2,233.44,58,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,2.0,0.8571428571428571,0.499999750000125,,2026-06-24
ACC-00203,Growth,Manufacturing,8,540.63,30,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,0.6766917293233082,0.0,8.0,2026-06-27
ACC-00091,Growth,Media,2,240.83,135,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8035714285714285,0.999999000001,,2026-06-24
ACC-00902,Growth,Logistics,16,2034.95,44,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9393346379647748,0.3333332222222592,8.0,2026-06-23
ACC-00794,Scale,Professional Services,6,905.7,72,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9937888198757764,0.0,10.0,2026-06-24
ACC-00648,Growth,Healthcare,3,268.71,44,0.005,Low,Low NPS/survey response (5/10),Personally follow up on their survey feedback; treat as a save-play priority.,1.0,1.020408163265306,0.499999750000125,5.0,2026-06-26
ACC-00506,Starter,Professional Services,1,71.86,142,0.005,Low,Active days per week down 52% vs baseline | Low NPS/survey response (2/10),Schedule a proactive check-in call before the next renewal conversation.,4.0,0.7142857142857142,0.499999750000125,2.0,2026-06-26
ACC-00808,Starter,FinTech,1,98.89,100,0.005,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.542857142857143,0.3333332222222592,4.0,2026-06-23
ACC-00367,Enterprise,FinTech,22,8444.51,219,0.005,Low,Low NPS/survey response (1/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8722182340272792,0.2499999375000156,1.0,2026-06-27
ACC-00863,Growth,Professional Services,21,3912.47,51,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9623015873015872,0.6666664444445185,,2026-06-26
ACC-00153,Starter,Healthcare,8,373.37,142,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.3392857142857142,0.99999950000025,10.0,2026-06-27
ACC-00704,Growth,EdTech,9,1474.0,184,0.005,Low,Low NPS/survey response (5/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8850931677018633,0.999999000001,5.0,2026-06-26
ACC-00799,Enterprise,Professional Services,24,9761.26,156,0.005,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8747993579454253,0.2499999375000156,3.0,2026-06-23
ACC-01030,Scale,Retail,12,3163.37,142,0.005,Low,Low NPS/survey response (5/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8839285714285715,0.0,5.0,2026-06-25
ACC-00411,Growth,Retail,2,271.79,93,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,1.1224489795918369,0.0,,2026-06-27
ACC-00158,Growth,Healthcare,3,239.7,37,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.6036217303822937,0.0,,2026-06-23
ACC-00832,Growth,Healthcare,20,2941.92,100,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0097232610321616,0.0,10.0,2026-06-27
ACC-00329,Growth,Logistics,1,67.59,93,0.005,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8928571428571428,0.0,7.0,2026-06-26
ACC-00159,Growth,Manufacturing,18,1206.72,142,0.005,Low,Low NPS/survey response (0/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9022556390977444,0.3333332222222592,0.0,2026-06-22
ACC-01198,Starter,Media,3,354.96,170,0.005,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.146881287726358,0.2499999375000156,6.0,2026-06-23
ACC-00554,Starter,Logistics,5,196.33,177,0.004,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0465116279069768,0.0,7.0,2026-06-26
ACC-00516,Growth,Media,5,880.64,44,0.004,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.976491862567812,0.0,,2026-06-22
ACC-00918,Growth,Manufacturing,3,224.75,107,0.004,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8571428571428571,0.2499999375000156,9.0,2026-06-28
ACC-00123,Scale,Professional Services,12,3162.51,72,0.004,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.125,0.0,,2026-06-26
ACC-00982,Growth,Healthcare,3,388.57,177,0.004,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.6857142857142856,0.0,7.0,2026-06-23
ACC-00876,Scale,Retail,5,492.71,205,0.004,Low,Low NPS/survey response (1/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.3075060532687652,0.199999960000008,1.0,2026-06-26
ACC-00421,Starter,EdTech,1,48.32,107,0.004,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,3.0,0.9022556390977444,0.0,2.0,2026-06-22
ACC-00280,Starter,EdTech,9,778.83,44,0.004,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.120879120879121,0.999999000001,,2026-06-23
ACC-00827,Enterprise,Media,4,1626.73,107,0.004,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.989010989010989,0.0,10.0,2026-06-24
